subject,item,condition,ID,ffd,sfd,gzd,tvt,gpt,skp,rgi,rgo,exp,wordtype,wordtype3,divergence,pred.raw
2,134,1,134.1,386,386,386,386,481,1,0,1,SCB,Target,2,175.5,0.8
2,135,2,135.2,288,288,288,288,288,1,0,0,SCB,Pseudohomophone,1,175.5,0.2
2,136,3,136.3,221,221,221,221,221,1,0,0,SCB,Ortho_control,3,175.5,0.9
2,137,1,137.1,25,25,25,25,25,1,0,0,SCB,Target,2,175.5,0.9
2,138,2,138.2,NA,NA,NA,NA,NA,0,0,0,SCB,Pseudohomophone,1,175.5,0.5
2,139,3,139.3,172,172,172,172,172,1,0,0,SCB,Ortho_control,3,175.5,1
2,140,1,140.1,186,186,186,186,186,1,0,0,SCB,Target,2,175.5,1
2,141,2,141.2,396,396,396,396,396,1,0,0,SCB,Pseudohomophone,1,175.5,0.8
2,142,3,142.3,NA,NA,NA,NA,NA,0,0,0,SCB,Ortho_control,3,175.5,1
2,144,2,144.2,190,190,190,454,190,1,1,0,SCB,Pseudohomophone,1,175.5,1
2,145,3,145.3,153,153,153,153,153,1,0,0,SCB,Ortho_control,3,175.5,0.1
2,146,1,146.1,NA,NA,NA,133,NA,0,1,0,SCB,Target,2,175.5,0.1
2,147,2,147.2,204,204,204,204,204,1,0,0,SCB,Pseudohomophone,1,175.5,1
2,148,3,148.3,349,349,349,349,349,1,0,0,SCB,Ortho_control,3,175.5,1
2,149,1,149.1,419,NA,419,685,1507,1,0,1,SCB,Target,2,175.5,0.9
2,150,2,150.2,204,204,204,204,204,1,0,0,SCB,Pseudohomophone,1,175.5,0.5
2,151,3,151.3,279,279,279,279,279,1,0,0,SCB,Ortho_control,3,175.5,1
2,152,1,152.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,175.5,1
2,153,2,153.2,185,NA,716,716,716,1,0,0,SCB,Pseudohomophone,1,175.5,1
2,154,3,154.3,NA,NA,NA,NA,NA,0,0,0,SCB,Ortho_control,3,175.5,0.8
2,155,1,155.1,174,174,174,538,174,1,1,0,SCB,Target,2,175.5,0.3
2,156,2,156.2,310,310,310,559,310,1,1,0,SCB,Pseudohomophone,1,175.5,0.9
2,157,3,157.3,NA,NA,NA,NA,NA,0,0,0,SCB,Ortho_control,3,175.5,1
2,158,1,158.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,175.5,0.8
2,159,2,159.2,157,157,157,157,157,1,0,0,SCB,Pseudohomophone,1,175.5,1
2,160,3,160.3,301,301,301,524,301,1,1,0,SCB,Ortho_control,3,175.5,0.3
2,161,1,161.1,143,143,143,143,143,1,0,0,SCB,Target,2,175.5,0.7
2,162,2,162.2,280,280,280,280,280,1,0,0,SCB,Pseudohomophone,1,175.5,0.9
2,163,3,163.3,304,304,304,304,304,1,0,0,SCB,Ortho_control,3,175.5,0
2,164,1,164.1,180,180,180,468,180,1,0,0,SCB,Target,2,175.5,0
2,165,2,165.2,246,NA,434,434,434,1,0,0,SCB,Pseudohomophone,1,175.5,0.9
2,166,3,166.3,NA,NA,NA,674,NA,0,1,0,SCB,Ortho_control,3,175.5,0.8
2,167,1,167.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,175.5,0.3
2,168,2,168.2,NA,NA,NA,NA,NA,0,0,0,SCB,Pseudohomophone,1,175.5,0.5
2,170,1,170.1,NA,NA,NA,218,NA,0,1,0,SCB,Target,2,175.5,1
2,171,2,171.2,192,192,192,192,192,1,0,0,SCB,Pseudohomophone,1,175.5,0.7
2,172,3,172.3,277,277,277,277,277,1,0,0,SCB,Ortho_control,3,175.5,1
2,173,1,173.1,NA,NA,NA,29,NA,0,1,0,SCB,Target,2,175.5,0.9
2,174,2,174.2,549,549,549,549,549,1,0,0,SCB,Pseudohomophone,1,175.5,1
2,175,3,175.3,NA,NA,NA,NA,NA,0,0,0,SCB,Ortho_control,3,175.5,0.8
2,176,1,176.1,186,186,186,186,186,1,0,0,SCB,Target,2,175.5,0.4
2,177,2,177.2,NA,NA,NA,NA,NA,0,0,0,SCB,Pseudohomophone,1,175.5,0.6
2,178,3,178.3,NA,NA,NA,238,NA,0,1,0,SCB,Ortho_control,3,175.5,0.7
2,179,1,179.1,NA,NA,NA,137,NA,0,1,0,SCB,Target,2,175.5,0.6
2,180,2,180.2,NA,NA,NA,NA,NA,0,0,0,SCB,Pseudohomophone,1,175.5,0.6
3,1,3,1.3,283,283,283,283,283,1,0,0,SCB,Ortho_control,3,144.5,0
3,2,1,2.1,390,390,390,390,390,1,0,0,SCB,Target,2,144.5,0.2
3,3,2,3.2,362,362,362,362,362,1,0,0,SCB,Pseudohomophone,1,144.5,0.2
3,4,3,4.3,291,291,291,291,291,1,0,0,SCB,Ortho_control,3,144.5,0.9
3,5,1,5.1,322,322,322,322,322,1,0,0,SCB,Target,2,144.5,0.3
3,6,2,6.2,322,322,322,322,322,1,0,0,SCB,Pseudohomophone,1,144.5,0.1
3,7,3,7.3,318,NA,318,704,1342,1,0,1,SCB,Ortho_control,3,144.5,0.5
3,8,1,8.1,241,241,241,241,241,1,0,0,SCB,Target,2,144.5,0.3
3,9,2,9.2,220,220,220,220,220,1,0,0,SCB,Pseudohomophone,1,144.5,0.7
3,10,3,10.3,315,315,315,315,315,1,0,0,SCB,Ortho_control,3,144.5,0.4
3,11,1,11.1,315,315,315,315,315,1,0,0,SCB,Target,2,144.5,0.4
3,12,2,12.2,254,254,254,254,254,1,0,0,SCB,Pseudohomophone,1,144.5,0.9
3,13,3,13.3,NA,NA,NA,1424,NA,0,1,0,SCB,Ortho_control,3,144.5,0.7
3,14,1,14.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,144.5,0.9
3,15,2,15.2,209,209,209,209,209,1,0,0,SCB,Pseudohomophone,1,144.5,1
3,16,3,16.3,591,591,591,591,591,1,0,0,SCB,Ortho_control,3,144.5,0
3,17,1,17.1,NA,NA,NA,186,NA,0,1,0,SCB,Target,2,144.5,1
3,18,2,18.2,229,229,229,525,229,1,1,0,SCB,Pseudohomophone,1,144.5,0.1
3,19,3,19.3,213,213,213,213,213,1,0,0,SCB,Ortho_control,3,144.5,0.6
3,20,1,20.1,244,244,244,244,244,1,0,0,SCB,Target,2,144.5,0
3,21,2,21.2,231,231,231,231,231,1,0,0,SCB,Pseudohomophone,1,144.5,0.5
3,22,3,22.3,173,NA,388,388,388,1,0,0,SCB,Ortho_control,3,144.5,0.9
3,23,1,23.1,172,172,172,172,172,1,0,0,SCB,Target,2,144.5,0.8
3,24,2,24.2,NA,NA,NA,NA,NA,0,0,0,SCB,Pseudohomophone,1,144.5,0.8
3,25,3,25.3,356,356,356,356,356,1,0,0,SCB,Ortho_control,3,144.5,0.2
3,26,1,26.1,235,235,235,235,235,1,0,0,SCB,Target,2,144.5,0.8
3,27,2,27.2,291,291,291,291,291,1,0,0,SCB,Pseudohomophone,1,144.5,0.4
3,28,3,28.3,243,NA,414,414,414,1,0,0,SCB,Ortho_control,3,144.5,1
3,29,1,29.1,211,211,211,211,211,1,0,0,SCB,Target,2,144.5,0.6
3,30,2,30.2,150,150,150,150,150,1,0,0,SCB,Pseudohomophone,1,144.5,0.4
3,31,3,31.3,270,270,270,993,270,1,1,0,SCB,Ortho_control,3,144.5,0.8
3,32,1,32.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,144.5,1
3,33,2,33.2,198,NA,447,447,447,1,0,0,SCB,Pseudohomophone,1,144.5,0.1
3,35,1,35.1,192,192,192,192,192,1,0,0,SCB,Target,2,144.5,0.7
3,36,2,36.2,254,254,254,254,254,1,0,0,SCB,Pseudohomophone,1,144.5,0.3
3,37,3,37.3,NA,NA,NA,140,NA,0,1,0,SCB,Ortho_control,3,144.5,1
3,38,1,38.1,235,235,235,235,235,1,0,0,SCB,Target,2,144.5,0.5
3,39,2,39.2,187,187,187,449,187,1,1,0,SCB,Pseudohomophone,1,144.5,0
3,40,3,40.3,425,NA,1023,1023,1023,1,0,0,SCB,Ortho_control,3,144.5,0.9
3,41,1,41.1,220,220,220,220,220,1,0,0,SCB,Target,2,144.5,0.5
3,42,2,42.2,280,280,280,280,280,1,0,0,SCB,Pseudohomophone,1,144.5,0.5
3,43,3,43.3,457,NA,794,1370,1776,1,0,1,SCB,Ortho_control,3,144.5,0.7
3,44,1,44.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,144.5,0.3
3,45,2,45.2,139,139,139,483,139,1,1,0,SCB,Pseudohomophone,1,144.5,1
3,46,3,46.3,162,162,162,162,402,1,0,1,SCB,Ortho_control,3,144.5,0.9
3,47,1,47.1,196,196,196,196,196,1,0,0,SCB,Target,2,144.5,0.9
3,48,2,48.2,254,254,254,388,254,1,1,0,SCB,Pseudohomophone,1,144.5,1
3,49,3,49.3,176,NA,1407,1407,1407,1,0,0,SCB,Ortho_control,3,144.5,0
3,50,1,50.1,205,205,205,205,205,1,0,0,SCB,Target,2,144.5,0.5
3,51,2,51.2,211,NA,911,911,911,1,0,0,SCB,Pseudohomophone,1,144.5,0.3
3,52,3,52.3,541,541,541,541,541,1,0,0,SCB,Ortho_control,3,144.5,1
3,53,1,53.1,358,358,358,358,358,1,0,0,SCB,Target,2,144.5,0.8
3,54,2,54.2,NA,NA,NA,513,NA,0,1,0,SCB,Pseudohomophone,1,144.5,0.7
3,55,3,55.3,355,355,355,599,355,1,1,0,SCB,Ortho_control,3,144.5,0.7
3,56,1,56.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,144.5,0.1
3,57,2,57.2,NA,NA,NA,NA,NA,0,0,0,SCB,Pseudohomophone,1,144.5,0.2
3,58,3,58.3,278,278,278,278,278,1,0,0,SCB,Ortho_control,3,144.5,0.7
3,59,1,59.1,187,187,187,481,187,1,1,0,SCB,Target,2,144.5,0
3,60,2,60.2,219,219,219,768,219,1,1,0,SCB,Pseudohomophone,1,144.5,0.3
3,61,3,61.3,328,328,328,1812,328,1,1,0,SCB,Ortho_control,3,144.5,0.1
3,62,1,62.1,265,265,265,265,265,1,0,0,SCB,Target,2,144.5,1
3,63,2,63.2,235,235,235,235,235,1,0,0,SCB,Pseudohomophone,1,144.5,0
3,64,3,64.3,NA,NA,NA,195,NA,0,1,0,SCB,Ortho_control,3,144.5,1
3,65,1,65.1,386,386,386,511,386,1,0,0,SCB,Target,2,144.5,1
3,66,2,66.2,NA,NA,NA,163,NA,0,1,0,SCB,Pseudohomophone,1,144.5,1
3,68,1,68.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,144.5,1
3,69,2,69.2,143,143,143,143,143,1,0,0,SCB,Pseudohomophone,1,144.5,0.7
3,70,3,70.3,451,451,451,451,451,1,0,0,SCB,Ortho_control,3,144.5,0.9
3,71,1,71.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,144.5,0.9
3,72,2,72.2,257,257,257,257,594,1,0,1,SCB,Pseudohomophone,1,144.5,0.9
3,73,3,73.3,311,NA,464,464,464,1,0,0,SCB,Ortho_control,3,144.5,0.9
3,74,1,74.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,144.5,0.6
3,75,2,75.2,184,184,184,184,184,1,0,0,SCB,Pseudohomophone,1,144.5,0.8
3,76,3,76.3,301,301,301,1069,301,1,1,0,SCB,Ortho_control,3,144.5,0.9
3,77,1,77.1,218,218,218,218,218,1,0,0,SCB,Target,2,144.5,0.9
3,78,2,78.2,247,247,247,247,247,1,0,0,SCB,Pseudohomophone,1,144.5,0.9
3,79,3,79.3,179,NA,593,593,593,1,0,0,SCB,Ortho_control,3,144.5,0.4
3,80,1,80.1,201,201,201,201,201,1,0,0,SCB,Target,2,144.5,0.8
3,81,2,81.2,430,430,430,430,430,1,0,0,SCB,Pseudohomophone,1,144.5,1
3,82,3,82.3,308,308,308,308,308,1,0,0,SCB,Ortho_control,3,144.5,0.7
3,83,1,83.1,181,181,181,181,181,1,0,0,SCB,Target,2,144.5,1
3,84,2,84.2,NA,NA,NA,NA,NA,0,0,0,SCB,Pseudohomophone,1,144.5,0.5
3,85,3,85.3,480,NA,867,1891,1313,1,1,1,SCB,Ortho_control,3,144.5,1
3,86,1,86.1,190,190,190,190,503,1,0,1,SCB,Target,2,144.5,0.2
3,87,2,87.2,NA,NA,NA,149,NA,0,1,0,SCB,Pseudohomophone,1,144.5,0.7
3,88,3,88.3,NA,NA,NA,160,NA,0,1,0,SCB,Ortho_control,3,144.5,0.7
3,89,1,89.1,213,213,213,213,213,1,0,0,SCB,Target,2,144.5,0.8
3,90,2,90.2,NA,NA,NA,352,NA,0,1,0,SCB,Pseudohomophone,1,144.5,1
3,91,3,91.3,NA,NA,NA,NA,NA,0,0,0,SCB,Ortho_control,3,144.5,0
3,92,1,92.1,446,446,446,446,446,1,0,0,SCB,Target,2,144.5,0.5
3,93,2,93.2,481,481,481,481,481,1,0,0,SCB,Pseudohomophone,1,144.5,0.7
3,94,3,94.3,285,285,285,285,285,1,0,0,SCB,Ortho_control,3,144.5,0.8
3,95,1,95.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,144.5,0.6
3,96,2,96.2,410,NA,613,613,613,1,0,0,SCB,Pseudohomophone,1,144.5,0
3,97,3,97.3,341,341,341,341,341,1,0,0,SCB,Ortho_control,3,144.5,0.6
3,98,1,98.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,144.5,0.7
3,99,2,99.2,463,463,463,463,463,1,0,0,SCB,Pseudohomophone,1,144.5,0.8
3,100,3,100.3,NA,NA,NA,175,NA,0,1,0,SCB,Ortho_control,3,144.5,1
3,101,1,101.1,254,254,254,440,254,1,0,0,SCB,Target,2,144.5,1
3,102,2,102.2,239,239,239,239,239,1,0,0,SCB,Pseudohomophone,1,144.5,0.9
3,103,3,103.3,NA,NA,NA,153,NA,0,1,0,SCB,Ortho_control,3,144.5,0.4
3,104,1,104.1,234,234,234,234,234,1,0,0,SCB,Target,2,144.5,0.5
3,105,2,105.2,NA,NA,NA,383,NA,0,1,0,SCB,Pseudohomophone,1,144.5,0.6
3,106,3,106.3,461,NA,461,727,1965,1,0,1,SCB,Ortho_control,3,144.5,1
3,107,1,107.1,266,266,266,266,266,1,0,0,SCB,Target,2,144.5,0.4
3,108,2,108.2,237,237,237,237,237,1,0,0,SCB,Pseudohomophone,1,144.5,1
3,109,3,109.3,NA,NA,NA,453,NA,0,1,0,SCB,Ortho_control,3,144.5,0.2
3,110,1,110.1,218,218,218,218,218,1,0,0,SCB,Target,2,144.5,0.4
3,111,2,111.2,191,191,191,354,191,1,1,0,SCB,Pseudohomophone,1,144.5,0.7
3,112,3,112.3,177,NA,372,372,372,1,0,0,SCB,Ortho_control,3,144.5,1
3,113,1,113.1,182,182,182,182,182,1,0,0,SCB,Target,2,144.5,0.8
3,114,2,114.2,289,289,289,289,289,1,0,0,SCB,Pseudohomophone,1,144.5,1
3,115,3,115.3,548,NA,860,1241,860,1,1,0,SCB,Ortho_control,3,144.5,0
3,116,1,116.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,144.5,0.8
3,117,2,117.2,300,NA,518,518,518,1,0,0,SCB,Pseudohomophone,1,144.5,0.4
3,118,3,118.3,266,266,266,266,266,1,0,0,SCB,Ortho_control,3,144.5,1
3,119,1,119.1,200,200,200,200,200,1,0,0,SCB,Target,2,144.5,0.6
3,120,2,120.2,NA,NA,NA,NA,NA,0,0,0,SCB,Pseudohomophone,1,144.5,1
3,121,3,121.3,NA,NA,NA,246,NA,0,1,0,SCB,Ortho_control,3,144.5,1
3,122,1,122.1,262,262,262,262,262,1,0,0,SCB,Target,2,144.5,0.8
3,123,2,123.2,167,167,167,167,167,1,0,0,SCB,Pseudohomophone,1,144.5,0.1
3,124,3,124.3,191,191,191,410,191,1,1,0,SCB,Ortho_control,3,144.5,0.9
3,125,1,125.1,339,339,339,339,494,1,0,1,SCB,Target,2,144.5,0.9
3,126,2,126.2,286,286,286,286,286,1,0,0,SCB,Pseudohomophone,1,144.5,0.9
3,127,3,127.3,183,183,183,651,183,1,1,0,SCB,Ortho_control,3,144.5,0.1
3,128,1,128.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,144.5,0.4
3,129,2,129.2,313,313,313,438,313,1,1,0,SCB,Pseudohomophone,1,144.5,0.8
3,130,3,130.3,298,298,298,667,298,1,1,0,SCB,Ortho_control,3,144.5,0.3
3,131,1,131.1,250,250,250,250,502,1,0,1,SCB,Target,2,144.5,0.5
3,132,2,132.2,310,310,310,310,310,1,0,0,SCB,Pseudohomophone,1,144.5,0.5
3,133,3,133.3,347,347,347,477,347,1,1,0,SCB,Ortho_control,3,144.5,0.7
3,134,1,134.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,144.5,0.8
3,135,2,135.2,322,322,322,322,607,1,0,1,SCB,Pseudohomophone,1,144.5,0.2
3,136,3,136.3,150,150,150,459,150,1,1,0,SCB,Ortho_control,3,144.5,0.9
3,137,1,137.1,405,405,405,405,405,1,0,0,SCB,Target,2,144.5,0.9
3,138,2,138.2,NA,NA,NA,NA,NA,0,0,0,SCB,Pseudohomophone,1,144.5,0.5
3,139,3,139.3,351,NA,428,428,428,1,0,0,SCB,Ortho_control,3,144.5,1
3,140,1,140.1,175,175,175,175,175,1,0,0,SCB,Target,2,144.5,1
3,141,2,141.2,157,157,157,369,157,1,1,0,SCB,Pseudohomophone,1,144.5,0.8
3,142,3,142.3,NA,NA,NA,185,NA,0,0,0,SCB,Ortho_control,3,144.5,1
3,143,1,143.1,269,269,269,269,269,1,0,0,SCB,Target,2,144.5,0.7
3,144,2,144.2,268,268,268,268,268,1,0,0,SCB,Pseudohomophone,1,144.5,1
3,145,3,145.3,172,172,172,172,172,1,0,0,SCB,Ortho_control,3,144.5,0.1
3,146,1,146.1,232,232,232,232,232,1,0,0,SCB,Target,2,144.5,0.1
3,147,2,147.2,176,176,176,176,176,1,0,0,SCB,Pseudohomophone,1,144.5,1
3,148,3,148.3,NA,NA,NA,NA,NA,0,0,0,SCB,Ortho_control,3,144.5,1
3,149,1,149.1,166,166,166,166,166,1,0,0,SCB,Target,2,144.5,0.9
3,150,2,150.2,334,334,334,334,334,1,0,0,SCB,Pseudohomophone,1,144.5,0.5
3,151,3,151.3,208,208,208,208,208,1,0,0,SCB,Ortho_control,3,144.5,1
3,152,1,152.1,562,562,562,562,562,1,0,0,SCB,Target,2,144.5,1
3,153,2,153.2,NA,NA,NA,NA,NA,0,0,0,SCB,Pseudohomophone,1,144.5,1
3,154,3,154.3,387,387,387,387,387,1,0,0,SCB,Ortho_control,3,144.5,0.8
3,155,1,155.1,304,304,304,304,304,1,0,0,SCB,Target,2,144.5,0.3
3,156,2,156.2,326,326,326,326,326,1,0,0,SCB,Pseudohomophone,1,144.5,0.9
3,157,3,157.3,179,NA,315,315,315,1,0,0,SCB,Ortho_control,3,144.5,1
3,158,1,158.1,196,196,196,196,196,1,0,0,SCB,Target,2,144.5,0.8
3,159,2,159.2,786,786,786,786,786,1,0,0,SCB,Pseudohomophone,1,144.5,1
3,160,3,160.3,179,NA,614,614,614,1,0,0,SCB,Ortho_control,3,144.5,0.3
3,161,1,161.1,163,163,163,163,163,1,0,0,SCB,Target,2,144.5,0.7
3,162,2,162.2,162,162,162,506,162,1,1,0,SCB,Pseudohomophone,1,144.5,0.9
3,164,1,164.1,277,277,277,277,277,1,0,0,SCB,Target,2,144.5,0
3,165,2,165.2,292,292,292,292,292,1,0,0,SCB,Pseudohomophone,1,144.5,0.9
3,166,3,166.3,184,NA,312,580,840,1,0,1,SCB,Ortho_control,3,144.5,0.8
3,167,1,167.1,207,207,207,207,207,1,0,0,SCB,Target,2,144.5,0.3
3,168,2,168.2,NA,NA,NA,284,NA,0,1,0,SCB,Pseudohomophone,1,144.5,0.5
3,169,3,169.3,480,480,480,480,480,1,0,0,SCB,Ortho_control,3,144.5,0.6
3,170,1,170.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,144.5,1
3,171,2,171.2,351,351,351,351,351,1,0,0,SCB,Pseudohomophone,1,144.5,0.7
3,173,1,173.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,144.5,0.9
3,174,2,174.2,226,226,226,426,226,1,1,0,SCB,Pseudohomophone,1,144.5,1
3,175,3,175.3,307,307,307,307,307,1,0,0,SCB,Ortho_control,3,144.5,0.8
3,176,1,176.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,144.5,0.4
3,177,2,177.2,479,479,479,479,479,1,0,0,SCB,Pseudohomophone,1,144.5,0.6
3,178,3,178.3,304,304,304,304,304,1,0,0,SCB,Ortho_control,3,144.5,0.7
3,179,1,179.1,248,248,248,248,248,1,0,0,SCB,Target,2,144.5,0.6
3,180,2,180.2,NA,NA,NA,225,NA,0,1,0,SCB,Pseudohomophone,1,144.5,0.6
4,1,1,1.1,75,75,75,309,209,1,1,1,SCB,Target,2,165,0
4,2,2,2.2,265,265,265,265,265,1,0,0,SCB,Pseudohomophone,1,165,0.2
4,3,3,3.3,297,297,297,822,297,1,1,0,SCB,Ortho_control,3,165,0.2
4,4,1,4.1,269,269,269,269,269,1,0,0,SCB,Target,2,165,0.9
4,5,2,5.2,241,241,241,241,241,1,0,0,SCB,Pseudohomophone,1,165,0.3
4,6,3,6.3,246,246,246,246,246,1,0,0,SCB,Ortho_control,3,165,0.1
4,7,1,7.1,NA,NA,NA,127,NA,0,1,0,SCB,Target,2,165,0.5
4,8,2,8.2,NA,NA,NA,NA,NA,0,0,0,SCB,Pseudohomophone,1,165,0.3
4,9,3,9.3,180,180,180,180,677,1,0,1,SCB,Ortho_control,3,165,0.7
4,10,1,10.1,181,181,181,181,181,1,0,0,SCB,Target,2,165,0.4
4,11,2,11.2,152,152,152,152,152,1,0,0,SCB,Pseudohomophone,1,165,0.4
4,12,3,12.3,263,263,263,263,263,1,0,0,SCB,Ortho_control,3,165,0.9
4,13,1,13.1,188,188,188,188,188,1,0,0,SCB,Target,2,165,0.7
4,14,2,14.2,263,263,263,263,263,1,0,0,SCB,Pseudohomophone,1,165,0.9
4,15,3,15.3,NA,NA,NA,405,NA,0,1,0,SCB,Ortho_control,3,165,1
4,16,1,16.1,87,87,87,87,87,1,0,0,SCB,Target,2,165,0
4,17,2,17.2,222,222,222,222,222,1,0,0,SCB,Pseudohomophone,1,165,1
4,18,3,18.3,371,371,371,563,371,1,0,0,SCB,Ortho_control,3,165,0.1
4,19,1,19.1,116,116,116,116,116,1,0,0,SCB,Target,2,165,0.6
4,20,2,20.2,246,246,246,246,246,1,0,0,SCB,Pseudohomophone,1,165,0
4,21,3,21.3,155,155,155,155,155,1,0,0,SCB,Ortho_control,3,165,0.5
4,22,1,22.1,175,175,175,175,175,1,0,0,SCB,Target,2,165,0.9
4,23,2,23.2,221,221,221,221,221,1,0,0,SCB,Pseudohomophone,1,165,0.8
4,24,3,24.3,168,NA,334,334,334,1,0,0,SCB,Ortho_control,3,165,0.8
4,25,1,25.1,233,233,233,233,233,1,0,0,SCB,Target,2,165,0.2
4,26,2,26.2,269,269,269,269,269,1,0,0,SCB,Pseudohomophone,1,165,0.8
4,27,3,27.3,NA,NA,NA,162,NA,0,1,0,SCB,Ortho_control,3,165,0.4
4,28,1,28.1,225,225,225,225,225,1,0,0,SCB,Target,2,165,1
4,29,2,29.2,188,188,188,188,188,1,0,0,SCB,Pseudohomophone,1,165,0.6
4,30,3,30.3,219,219,219,219,219,1,0,0,SCB,Ortho_control,3,165,0.4
4,31,1,31.1,167,167,167,167,167,1,0,0,SCB,Target,2,165,0.8
4,32,2,32.2,289,289,289,289,289,1,0,0,SCB,Pseudohomophone,1,165,1
4,33,3,33.3,217,NA,217,358,459,1,0,1,SCB,Ortho_control,3,165,0.1
4,34,1,34.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,165,1
4,35,2,35.2,139,139,139,139,139,1,0,0,SCB,Pseudohomophone,1,165,0.7
4,36,3,36.3,180,180,180,549,180,1,1,0,SCB,Ortho_control,3,165,0.3
4,37,1,37.1,184,184,184,184,184,1,0,0,SCB,Target,2,165,1
4,38,2,38.2,NA,NA,NA,149,NA,0,1,0,SCB,Pseudohomophone,1,165,0.5
4,39,3,39.3,247,247,247,247,247,1,0,0,SCB,Ortho_control,3,165,0
4,40,1,40.1,NA,NA,NA,361,NA,0,1,0,SCB,Target,2,165,0.9
4,41,2,41.2,129,129,129,129,129,1,0,0,SCB,Pseudohomophone,1,165,0.5
4,42,3,42.3,215,215,215,215,215,1,0,0,SCB,Ortho_control,3,165,0.5
4,44,2,44.2,177,177,177,177,177,1,0,0,SCB,Pseudohomophone,1,165,0.3
4,45,3,45.3,142,NA,142,468,812,1,0,1,SCB,Ortho_control,3,165,1
4,46,1,46.1,216,216,216,216,216,1,0,0,SCB,Target,2,165,0.9
4,47,2,47.2,152,152,152,152,152,1,0,0,SCB,Pseudohomophone,1,165,0.9
4,48,3,48.3,204,204,204,204,204,1,0,0,SCB,Ortho_control,3,165,1
4,49,1,49.1,157,157,157,157,157,1,0,0,SCB,Target,2,165,0
4,50,2,50.2,340,340,340,340,340,1,0,0,SCB,Pseudohomophone,1,165,0.5
4,51,3,51.3,276,276,276,276,276,1,0,0,SCB,Ortho_control,3,165,0.3
4,52,1,52.1,135,135,135,135,135,1,0,0,SCB,Target,2,165,1
4,53,2,53.2,183,183,183,183,183,1,0,0,SCB,Pseudohomophone,1,165,0.8
4,54,3,54.3,NA,NA,NA,NA,NA,0,0,0,SCB,Ortho_control,3,165,0.7
4,55,1,55.1,279,279,279,279,279,1,0,0,SCB,Target,2,165,0.7
4,56,2,56.2,191,191,191,191,191,1,0,0,SCB,Pseudohomophone,1,165,0.1
4,57,3,57.3,NA,NA,NA,NA,NA,0,0,0,SCB,Ortho_control,3,165,0.2
4,58,1,58.1,188,188,188,188,188,1,0,0,SCB,Target,2,165,0.7
4,59,2,59.2,146,146,146,146,146,1,0,0,SCB,Pseudohomophone,1,165,0
4,60,3,60.3,252,252,252,252,252,1,0,0,SCB,Ortho_control,3,165,0.3
4,61,1,61.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,165,0.1
4,62,2,62.2,177,177,177,177,177,1,0,0,SCB,Pseudohomophone,1,165,1
4,63,3,63.3,NA,NA,NA,NA,NA,0,0,0,SCB,Ortho_control,3,165,0
4,64,1,64.1,191,191,191,191,191,1,0,0,SCB,Target,2,165,1
4,65,2,65.2,NA,NA,NA,NA,NA,0,0,0,SCB,Pseudohomophone,1,165,1
4,66,3,66.3,308,308,308,509,308,1,1,0,SCB,Ortho_control,3,165,1
4,67,1,67.1,198,198,198,198,198,1,0,0,SCB,Target,2,165,0.9
4,68,2,68.2,314,314,314,314,314,1,0,0,SCB,Pseudohomophone,1,165,1
4,69,3,69.3,166,166,166,166,166,1,0,0,SCB,Ortho_control,3,165,0.7
4,70,1,70.1,286,286,286,286,286,1,0,0,SCB,Target,2,165,0.9
4,71,2,71.2,183,183,183,183,183,1,0,0,SCB,Pseudohomophone,1,165,0.9
4,72,3,72.3,228,NA,374,374,374,1,0,0,SCB,Ortho_control,3,165,0.9
4,73,1,73.1,166,166,166,166,166,1,0,0,SCB,Target,2,165,0.9
4,74,2,74.2,171,171,171,171,171,1,0,0,SCB,Pseudohomophone,1,165,0.6
4,75,3,75.3,161,161,161,161,161,1,0,0,SCB,Ortho_control,3,165,0.8
4,76,1,76.1,159,159,159,159,159,1,0,0,SCB,Target,2,165,0.9
4,77,2,77.2,NA,NA,NA,143,NA,0,0,0,SCB,Pseudohomophone,1,165,0.9
4,78,3,78.3,162,162,162,162,162,1,0,0,SCB,Ortho_control,3,165,0.9
4,79,1,79.1,NA,NA,NA,217,NA,0,1,0,SCB,Target,2,165,0.4
